Çağrı No;Açılış Tarihi;Açan Birim;Birim/Şube;Servis;Ekran;Durum;2. Seviye Kullanıcı Destek Çözen/Yönlendiren;Atanan TM;Çözüm Kodu;Çözüm Tarihi
135998717;12.09.2025 10:23;Meşrutiyet Şubesi;Şube;Ticari Krediler Servisi;Teminat Mektubu Kullandırım Giriş ;Çözüldü/Kapalı;Emre;UTK.Tahsis;Genel Sorun/EBİS Kaynaklı;19.09.2025 09:05
135998830;12.09.2025 10:26;Batman Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;TKD Ticari Kredi Başvurusu Yap;Çözüldü/Kapalı;Emre;2. Seviye Kullanıcı Destek;Program/Yazılım Güncellemesi ile Çözüldü;12.09.2025 17:22
135999189;12.09.2025 10:25;Sütlüce İstanbul Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Ticari Kredi Başvuru Yap;Çözüldü/Kapalı;Emre;2. Seviye Kullanıcı Destek;Kayıt iptal edildi;15.09.2025 09:13
135999597;12.09.2025 10:23;2.Sanayi Sitesi-İzmir Şubesi;Şube;Ticari Krediler Servisi;Limit Risk Eşleştir;Çözüldü/Kapalı;Akif;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;12.09.2025 10:49
136000174;12.09.2025 10:30;Bingöl Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Hazır Limit Kısa Başvuru;Çözüldü/Kapalı;Yavuz;2. Seviye Kullanıcı Destek;Geçici/Alternatif Çözüm;12.09.2025 16:05
136003597;12.09.2025 10:31;Cennet Mahallesi Şubesi;Şube;Çek-Senet Servisi;Müşteri Çeki Talep Et;Çözüldü/Kapalı;Yavuz;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;12.09.2025 11:05
136004051;12.09.2025 10:33;Salihli Şubesi;Şube;CRM Servisi;Bireysel Masraf iade Giriş;Çözüldü/Kapalı;Serkan;UPY.Fiyatlama Yönetimi;Konfigürasyon Kaynaklı;16.09.2025 13:36
136004203;12.09.2025 10:34;Atabulvarı Bursa Şubesi;Şube;Ticari Krediler Servisi;TKD Kullandırım Talebi Girişi;Çözüldü/Kapalı;Emre;UTK.Tahsis;Kullanıcı Hatası/Bilgi Eksikliği;12.09.2025 15:24
136005315;12.09.2025 10:35;Bornova Şubesi;Şube;Ticari Krediler Servisi;TKD Kullandırım Talebi Girişi;Çözüldü/Kapalı;Emre;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;12.09.2025 15:40
136006266;12.09.2025 10:37;Reşatbey/Adana Şubesi;Şube;Kredi İzleme Servisi;TKD EUS Limit Bloke Listesi;Çözüldü/Kapalı;Akif;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;12.09.2025 11:16
136006345;12.09.2025 10:36;Dumlupınar/Kütahya Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;TKD Ticari Kredi Başvurusu Yap;Çözüldü/Kapalı;Serkan;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;12.09.2025 17:01
136007366;12.09.2025 10:44;Mut Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Hazır Limit Kısa Başvuru;Çözüldü/Kapalı;Akif;2. Seviye Kullanıcı Destek;Genel Sorun/EBİS Kaynaklı;12.09.2025 16:06
136007387;12.09.2025 10:47;Alanya Şubesi;Şube;Mevduat Servisi;Vadeli Hesap Aç;Çözüldü/Kapalı;Tuğba;2. Seviye Kullanıcı Destek;Geçici/Alternatif Çözüm;12.09.2025 16:04
136008329;12.09.2025 10:43;Hadımköy Ticari Şubesi;Şube;Ticari Krediler Servisi;Ticari Kredi Güncelle;Çözüldü/Kapalı;İbrahim;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;12.09.2025 11:18
136010177;12.09.2025 10:50;Kavaklıdere Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Teminat Mektubu Stok Güncelle;Çözüldü/Kapalı;Tuğba;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;12.09.2025 16:23
136010552;12.09.2025 10:52;Van Şubesi;Şube;Ticari Krediler Servisi;TKD Kullandırım Talebi Girişi;Çözüldü/Kapalı;Yavuz;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;12.09.2025 21:07
136010560;12.09.2025 10:54;Siteler Şubesi;Şube;Kredi Teminat Yönetimi Servisi;TKD Şube Teminat Talebi;Çözüldü/Kapalı;Yavuz;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;12.09.2025 21:13
136011584;12.09.2025 10:53;Şişli Bölge Krediler Müdürlüğü;Birim;Kredi Tahsis Yönetimi Servisi;Manuel Limit Conversion;Çözüldü/Kapalı;İbrahim;2. Seviye Kullanıcı Destek;Program/Yazılım Güncellemesi ile Çözüldü;14.09.2025 23:44
136011590;12.09.2025 10:53;Etiler Şubesi;Şube;CRM Servisi;Müşteri Risk Grubu Tanımı;Çözüldü/Kapalı;Emre;UTK.Limit Risk Yönetimi;Geçici/Alternatif Çözüm;19.09.2025 10:37
136011592;12.09.2025 10:53;E-5 Beylikdüzü İstanbul Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;TKD Kullandırım Talebi Girişi;Çözüldü/Kapalı;İbrahim;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;12.09.2025 12:02
136012432;12.09.2025 10:53;Beyoğlu Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Hazır Limit Listele;Çözüldü/Kapalı;Serkan;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;12.09.2025 12:13
136013812;12.09.2025 10:57;Beyazıt İstanbul Şubesi;Şube;Ticari Krediler Servisi;TKD Kullandırım Talebi Girişi;Çözüldü/Kapalı;Tuğba;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;12.09.2025 12:17
136017339;12.09.2025 11:09;Yerköy Şubesi;Şube;Müşteri Hizmet ve Bilgi Servisi;Müşteri Güncelle;Çözüldü/Kapalı;Emre;2. Seviye Kullanıcı Destek;Geçici/Alternatif Çözüm;12.09.2025 16:22
136020949;12.09.2025 11:13;Bingöl Şubesi;Şube;Ticari Krediler Servisi;TKD Kullandırım Talebi Girişi;Çözüldü/Kapalı;İbrahim;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;12.09.2025 14:05
136031709;12.09.2025 11:17;Ümraniye Son Durak İstanbul Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Hazır Limit Kısa Başvuru;Çözüldü/Kapalı;İbrahim;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;12.09.2025 14:06
136031891;12.09.2025 11:18;Otokent İzmir Şubesi;Şube;Uygulama Altyapı Servisi;İş Akışı;Çözüldü/Kapalı;Akif;2. Seviye Kullanıcı Destek;İş Akışı İptal/Kilit Kaldır;12.09.2025 14:25
136034698;12.09.2025 11:18;Göztepe İstanbul Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;TKD Hazır Limit Kısa Başvuru Yap;Çözüldü/Kapalı;Emre;2. Seviye Kullanıcı Destek;Genel Sorun/EBİS Kaynaklı;12.09.2025 15:27
136036801;12.09.2025 11:21;Dilovası Kocaeli Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Hazır Limit Kısa Başvuru;Çözüldü/Kapalı;Yavuz;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;12.09.2025 11:40
136040499;12.09.2025 11:25;Esenyurt Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Hazır Limit Listele;Çözüldü/Kapalı;Akif;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;15.09.2025 09:15
136040753;12.09.2025 11:28;Kartlı Sistemler Müşteri Hizmetleri Müdürlüğü;Birim;Kredi Kartları Yönetimi Servisi;Kart Başvuru Durum Gözlem;Çözüldü/Kapalı;Akif;UÖS.Kart Başvuru ve Limit Yönetimi;Genel Sorun/EBİS Kaynaklı;12.09.2025 11:57
136044359;12.09.2025 11:32;Yakuplu/İstanbul Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Ticari Kredi Başvuru Yap;Çözüldü/Kapalı;Yavuz;2. Seviye Kullanıcı Destek;Kayıt iptal edildi;12.09.2025 12:17
136044459;12.09.2025 11:31;Truva/Çanakkale Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Ticari Kredi Başvuru Yap;Çözüldü/Kapalı;Akif;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;12.09.2025 11:40
136047971;12.09.2025 11:38;Küçük Sanayi Sitesi Balıkesir Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Ticari Krediler Kullandırım;Çözüldü/Kapalı;Akif;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;12.09.2025 12:27
136048831;12.09.2025 11:38;Altındağ İzmir Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Ticari Kredi Başvuru Yap;Çözüldü/Kapalı;Yavuz;2. Seviye Kullanıcı Destek;Geçici/Alternatif Çözüm;12.09.2025 21:16
136048879;12.09.2025 11:43;Performans Yönetimi Müdürlüğü;Birim;Performans & Hedef Değerlendirme Servisi;Aktiflik Müşteri Gerçekleşen Sorgula;Çözüldü/Kapalı;Yavuz;UMİ.Karlılık ve Performans;Kullanıcı Hatası/Bilgi Eksikliği;12.09.2025 17:18
136049367;12.09.2025 11:40;Gaziosmanpaşa Şubesi;Şube;Çek-Senet Servisi;Çek Bordro Giriş;Çözüldü/Kapalı;Tuğba;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;12.09.2025 16:11
136049454;12.09.2025 11:40;Merkezi Satış ve İş Geliştirme Müdürlüğü;Birim;Kredi Kartları Yönetimi Servisi;;Çözüldü/Kapalı;Tuğba;UÖS.Üye İşyeri ve Fiziki Pos;İş Birimi Talebi;12.09.2025 16:43
136053471;12.09.2025 11:47;Talas Kayseri Şubesi;Şube;Bireysel Krediler Servisi;Bireysel Yapılandırma Kredisi Kullandırım;Çözüldü/Kapalı;Serkan;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;12.09.2025 13:38
136056789;12.09.2025 12:04;Yenimahalle Şubesi;Şube;Kredi İzleme Servisi;TKD Aksiyon Detay Görüntüle;Çözüldü/Kapalı;Serkan;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;12.09.2025 15:10
136057480;12.09.2025 12:02;Birecik Şanlıurfa Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;TKD Pilot Tanım;Çözüldü/Kapalı;Yavuz;2. Seviye Kullanıcı Destek;Genel Sorun/EBİS Kaynaklı;15.09.2025 16:42
136057647;12.09.2025 12:02;Zafer Sanayi Konya Şubesi;Şube;Şube Birim Servisi;Görüntülü Çek Giriş;Çözüldü/Kapalı;Emre;2. Seviye Kullanıcı Destek;Genel Sorun/EBİS Kaynaklı;15.09.2025 16:41
136057888;12.09.2025 12:03;Basınekspres Yolu İstanbul Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Hazır Limit Listele;Çözüldü/Kapalı;İbrahim;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;12.09.2025 14:21
136059667;12.09.2025 12:06;Bahabey/Çorum Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Ticari Kredi Başvuru Yap;Çözüldü/Kapalı;Yavuz;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;12.09.2025 21:28
136062453;12.09.2025 12:11;Kart Pazarlama Müdürlüğü;Birim;Banka Kartları Yönetimi Servisi;Bankomat Kart Detaylarını Görüntüle;Çözüldü/Kapalı;Akif;UÖS.Banka ve Ön Ödemeli Kart Uygulamaları;Dış Kurum/Firma Kaynaklı;17.09.2025 11:23
136062539;12.09.2025 12:15;Yahya Kaptan İzmit Şubesi;Şube;Mevduat Servisi;Bloke Güncelle;Çözüldü/Kapalı;Akif;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;12.09.2025 12:21
136062647;12.09.2025 12:11;Gazimuhtarpaşa Gaziantep Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Hazır Limit Listele;Çözüldü/Kapalı;Serkan;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;12.09.2025 16:57
136065518;12.09.2025 12:16;Afşin Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Ticari Kredi Başvurusu Yap;Çözüldü/Kapalı;Tuğba;UTK.Tahsis;Uygulama Geliştirme/Yazılım Kaynaklı;19.09.2025 14:18
136067150;12.09.2025 12:27;Cebeci Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Teminat Mektubu Kullandırım Giriş ;Çözüldü/Kapalı;Serkan;2. Seviye Kullanıcı Destek;İş Birimleri ile İlgili/İş Kuralı;12.09.2025 14:33
136067832;12.09.2025 12:27;Isparta Şubesi;Şube;Kredi Teminat Yönetimi Servisi;TKD Teminat Listeleme;Çözüldü/Kapalı;Tuğba;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;12.09.2025 17:26
136067944;12.09.2025 12:30;Ankara Şubesi;Şube;Doküman Yönetimi Servisi;DYS Doküman Güncelle;Çözüldü/Kapalı;Tuğba;UPY.Doküman Yönetimi;Veri Güncelleme ile Çözüldü;12.09.2025 13:58
136068140;12.09.2025 12:29;Küçükçekmece Bölge Krediler Müdürlüğü;Birim;Kredi Tahsis Yönetimi Servisi;Ticari Kredi Başvurusu Yap;Çözüldü/Kapalı;Emre;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;15.09.2025 14:39
136068585;12.09.2025 12:42;Adana 2. Bölge Krediler Müdürlüğü;Birim;Ticari Krediler Servisi;TKD Kullandırım Talebi Girişi;Çözüldü/Kapalı;Emre;UTK.Tahsis;Uygulama Geliştirme/Yazılım Kaynaklı;19.09.2025 14:50
136068974;12.09.2025 12:57;Bigadiç Balıkesir Şubesi;Şube;Kredi Teminat Yönetimi Servisi;TKD Şube Teminat Talebi;Çözüldü/Kapalı;Tuğba;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;12.09.2025 17:49
136069008;12.09.2025 12:33;Atatürk Bulvarı Ankara Şubesi;Şube;Para Transferleri Servisi;Merkezi EFT/Havale Talimat Sorgula ;Çözüldü/Kapalı;Tuğba;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;12.09.2025 14:17
136073288;12.09.2025 13:35;Gelibolu Şubesi;Şube;Muhasebe Servisi;Hesaba Mahsuben Para Yatır Çek;Çözüldü/Kapalı;Tuğba;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;12.09.2025 15:47
136073980;12.09.2025 13:42;Sanayi Mahallesi/İzmit Şubesi;Şube;Ticari Krediler Servisi;TKD Kullandırım Talebi Girişi;Çözüldü/Kapalı;İbrahim;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;12.09.2025 14:27
136074523;12.09.2025 13:36;Selimiye-Edirne Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Ticari Kredi Başvurusu Yap;Çözüldü/Kapalı;İbrahim;2. Seviye Kullanıcı Destek;Program/Yazılım Güncellemesi ile Çözüldü;12.09.2025 17:40
136074531;12.09.2025 13:37;Nazilli Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;TKD Kullandırım Talebi Girişi;Çözüldü/Kapalı;Yavuz;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;12.09.2025 21:31
136075731;12.09.2025 13:43;E-5 Beylikdüzü İstanbul Şubesi;Şube;Kredi Teminat Yönetimi Servisi;TKD Şube Teminat Talebi;Çözüldü/Kapalı;Emre;2. Seviye Kullanıcı Destek;Geçici/Alternatif Çözüm;12.09.2025 14:21
136077589;12.09.2025 13:48;Afyonkarahisar Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;TKD Kullandırım Talebi Girişi;Çözüldü/Kapalı;Serkan;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;12.09.2025 15:11
136077733;12.09.2025 13:52;Konya Organize Sanayi Şubesi;Şube;Şube Birim Servisi;Görüntülü Çek Giriş;Çözüldü/Kapalı;Yavuz;2. Seviye Kullanıcı Destek;Geçici/Alternatif Çözüm;15.09.2025 09:13
136078447;12.09.2025 13:54;Aliağa Şubesi;Şube;CRM Servisi;SKY KOBİ Müşteri Yükle;Çözüldü/Kapalı;Emre;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;12.09.2025 16:44
136078505;12.09.2025 13:50;Küçükçekmece Bölge Krediler Müdürlüğü;Birim;Ticari Krediler Servisi;TKD Kullandırım Talebi Girişi;Çözüldü/Kapalı;Akif;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;15.09.2025 09:12
136078537;12.09.2025 13:52;Bigadiç Balıkesir Şubesi;Şube;Kredi Teminat Yönetimi Servisi;TKD Şube Teminat Talebi;Çözüldü/Kapalı;Serkan;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;15.09.2025 11:09
136078539;12.09.2025 13:53;Bartın Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Manuel Limit Conversion;Çözüldü/Kapalı;Tuğba;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;12.09.2025 15:23
136082520;12.09.2025 14:06;Tekirdağ Bölge Krediler Müdürlüğü;Birim;Kredi Tahsis Yönetimi Servisi;Müzekkere Hazırla/Firma Seç;Çözüldü/Kapalı;Akif;2. Seviye Kullanıcı Destek;Kayıt iptal edildi;12.09.2025 15:16
136083417;12.09.2025 14:07;Kartal E5 İstanbul Şubesi;Şube;İnternet Bankacılığı Servisi;Müşteri ve Hesap Tanımı;Çözüldü/Kapalı;İbrahim;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;17.09.2025 10:30
136084901;12.09.2025 14:09;Otokent İzmir Şubesi;Şube;Uygulama Altyapı Servisi;İş Akışı;Çözüldü/Kapalı;İbrahim;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;12.09.2025 14:34
136086025;12.09.2025 14:10;Çankaya Bölge Krediler Müdürlüğü;Birim;Kredi Tahsis Yönetimi Servisi;Ticari Kredi Başvurusu Yap;Çözüldü/Kapalı;Emre;2. Seviye Kullanıcı Destek;Program/Yazılım Güncellemesi ile Çözüldü;12.09.2025 17:38
136086149;12.09.2025 14:14;Kahta/Adıyaman Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Ticari Kredi Başvurusu Yap;Çözüldü/Kapalı;Tuğba;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;12.09.2025 17:29
136086182;12.09.2025 14:16;Kredi Analitik Müdürlüğü;Birim;Kredi Tahsis Yönetimi Servisi;Ticari Otomatik İstihbarat Geçmiş Sorgu;Çözüldü/Kapalı;Emre;UİT.İstihbarat ve Skorlama;İş Birimleri ile İlgili/İş Kuralı;19.09.2025 09:11
136087169;12.09.2025 14:17;Lüleburgaz Şubesi;Şube;Ticari Krediler Servisi;Ticari Kredi Tahsilatı;Çözüldü/Kapalı;Emre;2. Seviye Kullanıcı Destek;Program/Yazılım Güncellemesi ile Çözüldü;12.09.2025 17:09
136087281;12.09.2025 14:17;Çayırova/Kocaeli Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;TKD Eşleşen Teminat Risk Değiştir;Çözüldü/Kapalı;Emre;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;17.09.2025 14:18
136087889;12.09.2025 14:21;Bakırköy Şubesi;Şube;Kredi Teminat Yönetimi Servisi;İpotek Tesis Başvuru;Çözüldü/Kapalı;İbrahim;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;17.09.2025 10:31
136088993;12.09.2025 14:23;Altunizade Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Firma Kredi Teklif İşlemleri;Çözüldü/Kapalı;Akif;2. Seviye Kullanıcı Destek;Program/Yazılım Güncellemesi ile Çözüldü;15.09.2025 09:00
136089280;12.09.2025 14:24;Şanlıurfa Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Ticari Kredi Başvurusu Yap;Çözüldü/Kapalı;Emre;UTK.Tahsis;Uygulama Geliştirme/Yazılım Kaynaklı;19.09.2025 14:53
136089374;12.09.2025 14:25;Erzurum Bölge Krediler Müdürlüğü;Birim;Kredi Tahsis Yönetimi Servisi;Müzekkere Hazırla/Firma Seç;Çözüldü/Kapalı;İbrahim;2. Seviye Kullanıcı Destek;Genel Sorun/EBİS Kaynaklı;15.09.2025 20:35
136089546;12.09.2025 14:22;Çatalca Şubesi;Şube;Ticari Krediler Servisi;Teminat Mektubu Kullandırım Giriş ;Çözüldü/Kapalı;İbrahim;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;12.09.2025 17:12
136096249;12.09.2025 14:32;Ata Sanayi Şubesi;Şube;Kredi Teminat Yönetimi Servisi;Elektronik İpotek Tesis Başvuru;Çözüldü/Kapalı;Tuğba;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;12.09.2025 16:21
136096274;12.09.2025 14:34;Kazlıçeşme Şubesi;Şube;Ticari Krediler Servisi;TKD Kullandırım Talebi Girişi;Çözüldü/Kapalı;İbrahim;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;17.09.2025 10:35
136097761;12.09.2025 14:36;Beyoğlu Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;TKD Pilot Tanımı;Çözüldü/Kapalı;Yavuz;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;12.09.2025 21:49
136099412;12.09.2025 14:38;Kartal E5 İstanbul Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Bireysel Yapılandırma Kredisi Kullandırım;Çözüldü/Kapalı;İbrahim;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;15.09.2025 00:12
136099612;12.09.2025 14:39;Gaziantep Karataş Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Ticari Kredi Başvurusu Yap;Çözüldü/Kapalı;Tuğba;UTK.Limit Risk Yönetimi;Veri Güncelleme ile Çözüldü;15.09.2025 15:31
136101378;12.09.2025 14:47;Atikop/Adana Şubesi;Şube;Kredi Teminat Yönetimi Servisi;TKD Teminat Listeleme;Çözüldü/Kapalı;Akif;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;12.09.2025 17:46
136101476;12.09.2025 14:44;Tüccarbaşı Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Kullanılabilir Limit Simülasyonu;Çözüldü/Kapalı;İbrahim;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;15.09.2025 18:24
136102563;12.09.2025 14:48;Siirt Şubesi;Şube;Hazine İşlemleri Servisi;Repo İhalesi Menkul Kıymet Dağıtım;Çözüldü/Kapalı;Serkan;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;12.09.2025 17:15
136103291;12.09.2025 14:51;Maslak Atatürk Sanayi Sitesi İstanbul Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Ticari Kredi Kullandırım;Çözüldü/Kapalı;Akif;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;12.09.2025 17:27
136103748;12.09.2025 14:50;Çarşı Adapazarı Şubesi;Şube;Uygulama Altyapı Servisi;İş Akışı;Çözüldü/Kapalı;Akif;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;12.09.2025 15:05
136109127;12.09.2025 15:02;Taksim İstanbul Şubesi;Şube;Ticari Krediler Servisi;Ticari Krediler Hata Log Ekranı;Çözüldü/Kapalı;Akif;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;12.09.2025 15:17
136109214;12.09.2025 15:02;Halkalı İstanbul Şubesi;Şube;Kredi Teminat Yönetimi Servisi;TKD Teminat Kalite Listesi;Çözüldü/Kapalı;Akif;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;12.09.2025 17:48
136110144;12.09.2025 15:06;Batı Ataşehir İstanbul Şubesi;Şube;Ticari Krediler Servisi;Teminat Mektubu Kullandırım Giriş ;Çözüldü/Kapalı;Tuğba;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;12.09.2025 17:50
136110152;12.09.2025 15:07;Çayyolu Ankara Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Plato Limit Risk Eşleştir;Çözüldü/Kapalı;İbrahim;2. Seviye Kullanıcı Destek;Geçici/Alternatif Çözüm;15.09.2025 00:37
136111193;12.09.2025 15:13;Likya Fethiye Muğla Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;TKD Kullandırım Talebi Girişi;Çözüldü/Kapalı;Emre;2. Seviye Kullanıcı Destek;Program/Yazılım Güncellemesi ile Çözüldü;16.09.2025 17:48
136111565;12.09.2025 15:12;Uşak Çarşı Şubesi;Şube;Bireysel Krediler Servisi;Bireysel Kredi Kullandırım;Çözüldü/Kapalı;İbrahim;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;12.09.2025 16:37
136112179;12.09.2025 15:15;Tekirdağ Bölge Krediler Müdürlüğü;Birim;Kredi Tahsis Yönetimi Servisi;Ticari Kredi Başvurusu Yap;Çözüldü/Kapalı;Tuğba;2. Seviye Kullanıcı Destek;Genel Sorun/EBİS Kaynaklı;15.09.2025 15:19
136112891;12.09.2025 15:17;Dragos İstanbul Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Ticari Kredi Başvurusu Yap;Çözüldü/Kapalı;Yavuz;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;15.09.2025 10:47
136116875;12.09.2025 15:23;Erzincan Sanayi Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;TKD Hazır Limit Listele;Çözüldü/Kapalı;Yavuz;2. Seviye Kullanıcı Destek;Geçici/Alternatif Çözüm;15.09.2025 12:05
136117135;12.09.2025 15:24;Uncalı Antalya Şubesi;Şube;Ticari Krediler Servisi;TKD Kullandırım Talebi Girişi;Çözüldü/Kapalı;Yavuz;UTK.Tahsis;Veri Güncelleme ile Çözüldü;19.09.2025 14:55
136122091;12.09.2025 15:32;Emek Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Plato Limit Risk Eşleştir;Çözüldü/Kapalı;Yavuz;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;15.09.2025 12:24
136122441;12.09.2025 15:29;Mobilyacılar Sitesi/Adana Şubesi;Şube;Bireysel Krediler Servisi;Kullanılabilir Limit Simülasyonu;Çözüldü/Kapalı;Serkan;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;12.09.2025 17:49
136122478;12.09.2025 15:32;E-5 Beylikdüzü İstanbul Şubesi;Şube;Uygulama Altyapı Servisi;İş Akışı;Çözüldü/Kapalı;Akif;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;12.09.2025 16:10
